sheet,id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Degree,Gender
After_prac_006,20,5,5,5,5,2,1,1,1,5,4,4,5,3,Zoology with herp,male
After_prac_006,21,5,5,5,5,3,1,1,1,4,4,4,4,1,Zoology with herp,male
After_prac_006,22,5,5,5,5,5,1,1,1,5,5,5,5,3,Zoology with conservation,male
After_prac_006,23,5,4,4,3,1,1,1,1,5,5,5,5,3,Zoology with herp,female
After_prac_006,24,4,4,4,3,1,3,4,3,4,4,3,4,4,Zoology with marine zoology,female
After_prac_007,1,4,4,3,3,4,1,1,1,5,5,5,3,1,Zoology with ornithology,male
After_prac_007,2,5,5,5,3,2,1,1,1,5,4,3,4,1,Zoology with marine zoology,non-binary
After_prac_007,3,5,5,4,3,1,3,4,2,5,1,2,4,2,Zoology with marine zoology,female
After_prac_007,4,5,4,4,3,4,2,3,2,5,3,3,5,3,Zoology with herp,male
After_prac_007,5,4,4,4,3,2,4,5,3,4,3,3,4,4,Zoology with conservation,female
After_prac_007,6,5,5,5,5,4,1,1,1,5,4,4,5,3,Zoology with herp,female
After_prac_007,7,4,4,4,3,2,1,1,2,4,4,3,4,4,Zoology with conservation,female
After_prac_007,8,4.5,5,5,5,5,5,5,5,5,5,5,5,5,Zoology with herp,male
After_prac_007,9,4,4,4,3,3,1,1,1,5,3,2,4,5,Zoology with marine zoology,female
After_prac_007,10,4,4,4,3,2,1,1,2,5,4,3,5,3,Zoology with conservation,male
After_prac_007,11,4,4,3,4,4,1,1,1,5,5,4,5,4,Biology with biotech,female
After_prac_007,12,3,4,3,2,1,2,2,2,4,4,4,5,3,Biology with biotech,female
After_prac_007,13,4,4,3,2,3,1,1,1,5,4,4,4,3,Biology with biotech,female
After_prac_007,14,5,5,4,3,1,3,5,2,5,2,3,4,2,Zoology with marine zoology,female
After_prac_007,15,5,5,5,4,2,1,1,1,5,3,3,5,4,Zoology,boy
After_prac_007,16,5,5,5,3,3,3,3,2,5,4,4,4,2,Zoology,male
After_prac_007,17,4,4,4,4,2,2,2,2,5,3,4,4,4,Zoology with marine zoology,female
After_prac_007,18,4,4,4,3,3,2,2,1,5,3,3,5,4,Zoology,male
